race1;lsat;ugpa;gender;pass_bar;dnn_bar_pass_prediction
3;30;3.4;0;1;4
2;32.5;3.4;1;1;4
4;29.5;3.4;1;1;4
0;33;3.4;0;1;4
0;42;3.4;1;1;4
0;41;3.4;0;1;4
0;38;3.4;1;1;4
0;36;3.4;0;1;4
0;25;3.4;0;1;4
0;45;3.4;0;1;4
0;29;3.4;0;1;4
2;36;3.4;0;1;4
0;39;3.4;0;1;4
0;36;3.4;0;1;4
0;43;3.4;1;1;4
0;43;3.4;0;1;4
0;36;3.4;1;1;4
0;37;3.4;1;1;4
0;35;3.4;1;1;4
0;45;3.4;1;1;4
0;41;3.4;1;1;4
0;48;3.4;1;1;4
0;37;3.4;0;1;4
0;35;3.4;0;1;4
0;32;3.4;1;1;4
0;36;3.4;1;1;4
0;39;3.4;1;1;4
0;44;3.4;0;1;4
0;44;3.4;1;1;4
3;36;3.4;0;1;4
0;39;3.4;1;1;4
0;35;3.4;0;1;4
0;33;3.4;1;0;4
0;36.5;3.4;0;1;4
0;33;3.4;0;0;4
0;36;3.4;1;1;4
0;38;3.4;0;1;4
0;48;3.4;1;1;4
0;33;3.4;0;1;4
0;44;3.4;0;1;4
0;33;3.4;0;1;4
0;44;3.4;1;1;4
3;32;3.4;1;1;4
0;41;3.4;1;1;4
0;42;3.4;1;1;4
0;27;3.4;0;1;4
1;33;3.4;1;1;4
0;45;3.4;1;1;4
0;30;3.4;1;1;4
0;46;3.4;1;1;4
0;40;3.4;0;0;4
0;41;3.4;1;1;4
0;34.5;3.4;1;1;4
0;36;3.4;0;1;4
0;35;3.4;0;1;4
0;37;3.4;1;1;4
0;45;3.4;0;1;4
0;39;3.4;1;1;4
0;44;3.4;1;1;4
3;27;3.4;1;1;4
0;44;3.4;1;1;4
0;34;3.4;0;1;4
0;33;3.4;1;1;4
0;36;3.4;1;1;4
0;42;3.4;1;1;4
0;41;3.4;1;1;4
0;39;3.4;0;1;4
0;48;3.4;1;1;4
1;31;3.4;1;1;4
0;34;3.4;1;1;4
0;30;3.4;0;1;4
0;36;3.4;0;1;4
0;32;3.4;1;1;4
0;39;3.4;0;1;4
0;36;3.4;1;1;4
0;40;3.4;1;1;4
0;48;3.4;0;1;4
0;30;3.4;0;1;4
4;40.5;3.4;1;1;4
0;37;3.4;1;1;4
0;39;3.4;1;1;4
0;44;3.4;1;1;4
0;46;3.4;1;1;4
0;38;3.4;1;1;4
0;36;3.4;1;1;4
0;39;3.4;0;1;4
0;35;3.4;1;1;4
0;40;3.4;0;1;4
0;38;3.4;0;1;4
0;29;3.4;1;1;4
0;30;3.4;1;1;4
0;40;3.4;1;1;4
0;36;3.4;0;1;4
0;38;3.4;0;1;4
0;41;3.4;1;1;4
3;39;3.4;0;1;4
0;34;3.4;0;1;4
0;19.5;3.4;1;1;4
2;33;3.4;1;1;4
0;38;3.4;0;1;4
0;39.5;3.4;0;1;4
0;45;3.4;1;1;4
0;37;3.4;0;1;4
0;39;3.4;0;1;4
0;47;3.4;1;1;4
0;35;3.4;1;1;4
0;39;3.4;1;1;4
0;32.5;3.4;0;1;4
0;34.5;3.4;1;1;4
0;40.5;3.4;1;1;4
0;32;3.4;1;1;4
0;43;3.4;1;1;4
0;33;3.4;1;1;4
0;28;3.4;1;1;4
0;33;3.4;0;1;4
0;35;3.4;1;1;4
3;39;3.4;0;1;4
0;45;3.4;1;1;4
0;36;3.4;0;1;4
0;40;3.4;1;1;4
0;48;3.4;1;1;4
0;38;3.4;0;1;4
0;36;3.4;1;1;4
0;26.5;3.4;0;1;4
0;40;3.4;1;1;4
0;31;3.4;0;1;4
0;42;3.4;1;1;4
0;28;3.4;1;1;4
0;46;3.4;1;1;4
0;41;3.4;1;1;4
0;37.5;3.4;0;1;4
0;36;3.4;1;1;4
0;34;3.4;1;1;4
0;27;3.4;0;1;4
0;42;3.4;0;1;4
0;36;3.4;1;1;4
0;40;3.4;0;1;4
1;36;3.4;1;1;4
0;39;3.4;0;1;4
3;23;3.4;1;1;4
0;30;3.4;0;1;4
0;29;3.4;1;1;4
0;48;3.4;0;1;4
0;33;3.4;1;1;4
0;34;3.4;1;1;4
1;42;3.4;1;1;4
0;36;3.4;0;1;4
0;36.5;3.4;0;1;4
1;35.5;3.4;0;1;4
0;41;3.4;0;1;4
0;39;3.4;1;1;4
0;48;3.4;1;1;4
2;44;3.4;0;1;4
0;34;3.4;0;1;4
0;39;3.4;0;1;4
0;35;3.4;1;0;4
0;36.5;3.4;1;1;4
4;39.5;3.4;1;1;4
0;43;3.4;1;1;4
0;35;3.4;1;1;4
0;33;3.4;0;1;4
0;37;3.4;1;1;4
0;35;3.4;1;0;4
0;32;3.4;0;1;4
1;38;3.4;1;1;4
0;29;3.4;0;1;4
0;33;3.4;0;1;4
0;42;3.4;0;1;4
2;37;3.4;0;1;4
0;41;3.4;0;1;4
0;33;3.4;1;1;4
0;39;3.4;0;1;4
0;35;3.4;0;1;4
0;45;3.4;0;1;4
0;36;3.4;0;1;4
0;36;3.4;0;1;4
0;34;3.4;1;1;4
3;29;3.4;0;1;4
0;38;3.4;1;1;4
0;46;3.4;0;1;4
1;39;3.4;0;1;4
0;43;3.4;1;1;4
0;36;3.4;1;1;4
0;41;3.4;0;1;4
2;42;3.4;1;1;4
0;38;3.4;1;1;4
0;28;3.4;1;1;4
0;42;3.4;0;1;4
0;39.5;3.4;0;1;4
0;37;3.4;1;1;4
0;37;3.4;0;1;4
0;34;3.4;0;1;4
0;38;3.4;1;1;4
2;32;3.4;1;1;4
0;35;3.4;1;1;4
0;39;3.4;0;1;4
0;29;3.4;0;1;4
0;43;3.4;1;1;4
0;35;3.4;0;1;4
0;37;3.4;1;1;4
1;30;3.4;0;1;4
0;39;3.4;1;1;4
0;41;3.4;0;1;4
0;41;3.4;0;1;4
0;33;3.4;1;1;4
0;40;3.4;1;1;4
0;28;3.4;1;1;4
0;34;3.4;1;1;4
0;36;3.4;1;1;4
0;40;3.4;1;1;4
0;36;3.4;1;1;4
0;44;3.4;1;1;4
2;29;3.4;0;1;4
0;40;3.4;1;1;4
0;41;3.4;1;1;4
0;34;3.4;1;0;4
3;39;3.4;1;1;4
0;35;3.4;0;1;4
0;37;3.4;1;1;4
0;31;3.4;0;0;4
0;40;3.4;0;1;4
0;38;3.4;1;1;4
0;38;3.4;1;1;4
0;43;3.4;0;1;4
0;31;3.4;0;1;4
2;42;3.4;0;1;4
0;35;3.4;0;1;4
0;39.5;3.4;0;1;4
0;37;3.4;0;1;4
3;28;3.4;0;0;4
4;30.5;3.4;0;1;4
0;37;3.4;1;1;4
4;38.5;3.4;0;1;4
0;38;3.4;1;1;4
0;28;3.4;1;1;4
0;40;3.4;1;1;4
3;36;3.4;0;0;4
0;34;3.4;1;1;4
3;30;3.4;1;1;4
3;40;3.4;1;1;4
0;36;3.4;0;1;4
0;44;3.4;1;1;4
1;44;3.4;1;1;4
2;34;3.4;0;1;4
0;37.5;3.4;1;1;4
0;24.7;3.4;1;1;4
0;42;3.4;1;1;4
3;32;3.4;0;1;4
2;31;3.4;0;1;4
0;41.5;3.4;1;1;4
0;33;3.4;1;1;4
1;37;3.4;1;1;4
0;29;3.4;1;1;4
0;41;3.4;0;1;4
0;35;3.4;0;1;4
0;32;3.4;0;1;4
1;34;3.4;1;1;4
0;36;3.4;0;1;4
0;26.3;3.4;0;1;4
1;44;3.4;0;1;4
0;33;3.4;1;1;4
0;40;3.4;1;1;4
0;36;3.4;1;1;4
0;43;3.4;0;1;4
0;42;3.4;0;1;4
0;44;3.4;1;1;4
0;39;3.4;1;1;4
0;46;3.4;1;1;4
0;44;3.4;1;1;4
0;27.5;3.4;1;1;4
0;27;3.4;1;1;4
0;41;3.4;1;1;4
0;40;3.4;1;1;4
0;39;3.4;1;1;4
0;30;3.4;0;1;4
0;33;3.4;1;1;4
1;30;3.4;0;1;4
0;41;3.4;1;1;4
1;36;3.4;1;1;4
0;37;3.4;1;1;4
2;43;3.4;0;1;4
0;30;3.4;0;1;4
0;33;3.4;0;1;4
0;39;3.4;0;1;4
0;38;3.4;0;1;4
0;41;3.4;1;1;4
0;46;3.4;1;1;4
0;34;3.4;0;1;4
0;33;3.4;1;1;4
0;39;3.4;1;1;4
0;38;3.4;0;1;4
0;37;3.4;0;1;4
0;43;3.4;0;1;4
0;41;3.4;1;1;4
0;29;3.4;1;1;4
0;35;3.4;1;1;4
0;33;3.4;0;1;4
0;42;3.4;1;1;4
0;31;3.4;1;1;4
0;39;3.4;1;1;4
0;33;3.4;1;1;4
0;43;3.4;0;1;4
0;33.5;3.4;0;1;4
1;32;3.4;1;1;4
0;35;3.4;1;1;4
0;36;3.4;0;1;4
1;35;3.4;1;1;4
0;35;3.4;1;1;4
0;35;3.4;1;1;4
0;40;3.4;0;1;4
2;43;3.4;1;1;4
0;42;3.4;1;1;4
0;28.5;3.4;0;1;4
0;26.5;3.4;0;1;4
0;46;3.4;1;1;4
0;44;3.4;0;1;4
0;39;3.4;0;1;4
0;48;3.4;1;1;4
0;40;3.4;0;1;4
0;37.7;3.4;1;1;4
0;44;3.4;1;1;4
0;37;3.4;1;0;4
3;28.5;3.4;0;1;4
0;39;3.4;0;1;4
4;37;3.4;1;1;4
0;42;3.4;0;1;4
0;48;3.4;1;1;4
0;43;3.4;0;1;4
0;40;3.4;0;1;4
3;36;3.4;0;1;4
0;34;3.4;1;1;4
0;37;3.4;1;1;4
0;37;3.4;0;1;4
0;42;3.4;0;1;4
0;42;3.4;1;1;4
0;43;3.4;1;1;4
0;35;3.4;0;1;4
0;36;3.4;1;1;4
0;30.5;3.4;1;1;4
0;35;3.4;0;1;4
0;39;3.4;1;1;4
0;47;3.4;0;1;4
0;33.5;3.4;0;1;4
0;39;3.4;0;1;4
3;27;3.4;0;1;4
0;39;3.4;1;1;4
0;40;3.4;1;1;4
0;30.5;3.4;0;1;4
3;20.5;3.4;1;1;4
0;42;3.4;1;1;4
0;36;3.4;1;1;4
0;32.5;3.4;1;1;4
0;48;3.4;0;1;4
0;37;3.4;0;1;4
0;31;3.4;1;1;4
0;37;3.4;1;1;4
0;34;3.4;0;1;4
0;41;3.4;1;1;4
0;40;3.4;1;1;4
0;32;3.4;0;1;4
0;39;3.4;0;1;4
0;38;3.4;0;1;4
0;34;3.4;0;1;4
0;35;3.4;1;1;4
0;40;3.4;0;1;4
0;35;3.4;0;1;4
0;37;3.4;1;1;4
0;34;3.4;0;1;4
1;34;3.4;1;1;4
2;35.5;3.4;0;1;4
0;39;3.4;0;1;4
0;34;3.4;0;1;4
0;42;3.4;0;1;4
0;30;3.4;0;1;4
0;44;3.4;0;1;4
2;25.5;3.4;0;1;4
0;48;3.4;0;1;4
0;36.5;3.4;1;1;4
0;40;3.4;0;1;4
0;31;3.4;0;1;4
0;44;3.4;1;1;4
0;35;3.4;1;1;4
0;44;3.4;1;1;4
0;44;3.4;0;1;4
0;35;3.4;1;1;4
0;37;3.4;0;1;4
4;29;3.4;1;1;4
0;42;3.4;0;1;4
3;20;3.4;0;0;4
0;35;3.4;1;1;4
0;38;3.4;0;1;4
0;42;3.4;0;1;4
0;43;3.4;0;1;4
0;38;3.4;1;1;4
0;37;3.4;1;1;4
0;31.5;3.4;1;1;4
0;32.5;3.4;1;1;4
3;25;3.4;1;1;4
0;41;3.4;1;1;4
0;35;3.4;0;1;4
0;34;3.4;1;1;4
2;45;3.4;0;1;4
0;41;3.4;0;1;4
0;37;3.4;1;1;4
0;34;3.4;1;1;4
0;43;3.4;1;1;4
0;38;3.4;0;1;4
0;32.5;3.4;0;1;4
0;32;3.4;0;1;4
0;36;3.4;1;1;4
0;39;3.4;0;1;4
0;34;3.4;0;1;4
0;38;3.4;1;1;4
0;48;3.4;1;1;4
0;35.5;3.4;0;1;4
0;35;3.4;0;0;4
0;41;3.4;1;1;4
3;39;3.4;0;1;4
0;47;3.4;1;1;4
0;38;3.4;0;1;4
0;36;3.4;0;1;4
0;31;3.4;0;1;4
0;36;3.4;1;1;4
0;44;3.4;1;1;4
0;35.3;3.4;0;1;4
2;32.5;3.4;1;1;4
0;32;3.4;0;1;4
0;40;3.4;0;1;4
0;33;3.4;1;1;4
0;45;3.4;1;1;4
0;37;3.4;0;1;4
0;41;3.4;0;1;4
0;35;3.4;1;1;4
0;37;3.4;0;1;4
0;38;3.4;0;1;4
0;42;3.4;1;1;4
0;33;3.4;0;1;4
0;40;3.4;0;1;4
0;42;3.4;1;1;4
0;48;3.4;0;1;4
0;41;3.4;1;1;4
0;40;3.4;1;1;4
0;40;3.4;1;1;4
0;37;3.4;1;1;4
0;42;3.4;0;1;4
0;43;3.4;1;1;4
0;39;3.4;1;1;4
0;46;3.4;0;1;4
0;43;3.4;1;1;4
3;30;3.4;0;1;4
0;37;3.4;0;1;4
0;45;3.4;0;1;4
0;34;3.4;0;1;4
0;35;3.4;0;1;4
0;36;3.4;0;1;4
0;33;3.4;1;1;4
0;36;3.4;0;1;4
0;34;3.4;1;1;4
0;43;3.4;1;1;4
0;30;3.4;0;1;4
0;33;3.4;0;1;4
0;35;3.4;0;1;4
0;36;3.4;0;1;4
0;34;3.4;1;1;4
0;37;3.4;1;1;4
0;42.5;3.4;1;1;4
3;39;3.4;1;1;4
0;32;3.4;0;1;4
0;31.5;3.4;1;1;4
2;37;3.4;1;1;4
0;48;3.4;1;1;4
0;40;3.4;0;1;4
0;35;3.4;0;1;4
0;29.5;3.4;1;1;4
0;39;3.4;1;1;4
0;42;3.4;1;1;4
0;39;3.4;0;1;4
0;32;3.4;1;1;4
3;25.5;3.4;0;1;4
0;37;3.4;0;1;4
0;38;3.4;1;1;4
0;37;3.4;0;1;4
2;29;3.4;0;1;4
0;33;3.4;1;1;4
0;41;3.4;0;1;4
0;38.5;3.4;0;1;4
0;34;3.4;0;1;4
0;42;3.4;0;1;4
0;41;3.4;1;1;4
0;31;3.4;1;1;4
0;39;3.4;1;1;4
0;41;3.4;1;1;4
0;41;3.4;1;1;4
0;28;3.4;0;1;4
1;38;3.4;1;1;4
0;42;3.4;1;1;4
0;37;3.4;0;1;4
0;37;3.4;1;1;4
0;28;3.4;1;1;4
0;37;3.4;0;1;4
0;29;3.4;1;1;4
0;44;3.4;0;1;4
0;43;3.4;1;1;4
0;43;3.4;0;1;4
0;35;3.4;0;1;4
0;36;3.4;0;1;4
1;38;3.4;0;1;4
0;39;3.4;0;1;4
0;40;3.4;1;1;4
1;24;3.4;0;0;4
0;43;3.4;0;1;4
1;39;3.4;0;1;4
0;41;3.4;1;1;4
0;33.5;3.4;1;1;4
0;48;3.4;1;1;4
0;33.5;3.4;1;1;4
0;40;3.4;0;1;4
1;27.5;3.4;0;1;4
0;37;3.4;0;1;4
0;37;3.4;1;1;4
0;38;3.4;0;1;4
0;30.5;3.4;1;1;4
0;37;3.4;0;1;4
0;34;3.4;0;1;4
0;35;3.4;1;1;4
1;41;3.4;0;1;4
0;46;3.4;0;1;4
0;47;3.4;1;1;4
0;34;3.4;0;1;4
0;40;3.4;0;1;4
0;41;3.4;1;1;4
0;35;3.4;0;1;4
0;33;3.4;1;1;4
0;26.5;3.4;0;1;4
0;46;3.4;1;1;4
0;31;3.4;1;0;4
0;44;3.4;1;1;4
0;41;3.4;1;1;4
0;42;3.4;1;1;4
0;41;3.4;1;1;4
1;45;3.4;0;1;4
2;31;3.4;0;1;4
0;36;3.4;1;1;4
0;37;3.4;0;1;4
0;43;3.4;1;1;4
0;36.5;3.4;1;1;4
0;38;3.4;1;0;4
0;40;3.4;1;1;4
0;42;3.4;1;1;4
0;41;3.4;0;1;4
0;36;3.4;1;1;4
0;40;3.4;0;1;4
0;39;3.4;1;1;4
0;30.5;3.4;0;0;4
0;41;3.4;0;1;4
0;34;3.4;0;1;4
0;31;3.4;0;1;4
1;26.5;3.4;1;0;4
0;31;3.4;0;1;4
0;43;3.4;0;1;4
0;38;3.4;0;1;4
0;29;3.4;0;1;4
0;32.5;3.4;0;1;4
0;32;3.4;0;0;4
2;30;3.4;0;1;4
0;38;3.4;1;1;4
0;32;3.4;0;1;4
0;35;3.4;1;1;4
1;37;3.4;1;1;4
0;33;3.4;1;1;4
0;33;3.4;0;1;4
0;33;3.4;0;1;4
0;43;3.4;1;1;4
0;36;3.4;1;1;4
0;32;3.4;0;1;4
0;44;3.4;1;1;4
2;41;3.4;0;1;4
0;37;3.4;1;1;4
0;47;3.4;1;1;4
2;39;3.4;1;1;4
0;36;3.4;1;1;4
0;35;3.4;1;1;4
0;34;3.4;0;1;4
0;38;3.4;1;1;4
0;41;3.4;0;1;4
2;42;3.4;1;1;4
0;39;3.4;1;1;4
0;30;3.4;0;1;4
0;25;3.4;1;1;4
0;36;3.4;1;1;4
0;37;3.4;0;1;4
0;45;3.4;1;1;4
0;33;3.4;0;1;4
0;37;3.4;1;1;4
0;42;3.4;0;1;4
0;41;3.4;0;1;4
0;43;3.4;1;1;4
0;34;3.4;1;1;4
0;38;3.4;0;1;4
0;41;3.4;0;1;4
0;29;3.4;0;1;4
0;39;3.4;1;1;4
0;40;3.4;1;1;4
0;46;3.4;0;1;4
0;34;3.4;1;1;4
2;36;3.4;1;1;4
0;37;3.4;0;1;4
0;39;3.4;1;1;4
0;37;3.4;1;1;4
0;34;3.4;0;1;4
1;33;3.4;1;1;4
0;44;3.4;0;1;4
0;44;3.4;0;1;4
0;39;3.4;1;1;4
0;35.5;3.4;1;1;4
0;37;3.4;1;1;4
0;45;3.4;1;1;4
0;39;3.4;0;1;4
0;40;3.4;0;1;4
0;46;3.4;1;1;4
0;40;3.4;0;1;4
0;35.5;3.4;0;1;4
0;35;3.4;1;1;4
0;35;3.4;1;1;4
0;41;3.4;0;1;4
3;30;3.4;1;1;4
1;31;3.4;0;1;4
0;43;3.4;1;1;4
0;35;3.4;1;1;4
2;44;3.4;1;1;4
0;30;3.4;1;1;4
0;41;3.4;1;1;4
0;34.5;3.4;0;1;4
0;38;3.4;1;1;4
0;34;3.4;1;0;4
0;42;3.4;0;1;4
0;42;3.4;1;1;4
0;28.5;3.4;0;1;4
0;47;3.4;0;1;4
0;32;3.4;1;1;4
0;39;3.4;0;1;4
1;32;3.4;1;1;4
0;40;3.4;0;1;4
0;40;3.4;1;1;4
0;37;3.4;1;1;4
0;41;3.4;1;1;4
0;39;3.4;1;1;4
0;37;3.4;0;1;4
0;38;3.4;0;1;4
0;35;3.4;0;1;4
0;34;3.4;1;1;4
0;35;3.4;0;1;4
0;35;3.4;0;1;4
0;29;3.4;1;1;4
0;45;3.4;1;1;4
0;32;3.4;0;1;4
0;45;3.4;1;1;4
0;37;3.4;0;1;4
0;42;3.4;1;1;4
0;38;3.4;0;1;4
0;37;3.4;1;1;4
0;38.5;3.4;0;1;4
0;45;3.4;1;1;4
1;45;3.4;1;1;4
0;45;3.4;1;1;4
0;37;3.4;1;1;4
2;26;3.4;0;1;4
0;44;3.4;1;1;4
0;31.5;3.4;0;1;4
0;38;3.4;0;1;4
2;44;3.4;0;1;4
0;42;3.4;1;1;4
4;38;3.4;0;1;4
0;42;3.4;1;1;4
0;45;3.4;1;1;4
0;34;3.4;1;1;4
0;44;3.4;1;1;4
0;31.5;3.4;0;1;4
0;35;3.4;1;1;4
3;34;3.4;1;1;4
0;39;3.4;0;1;4
2;40;3.4;0;1;4
0;48;3.4;1;1;4
0;38;3.4;0;1;4
0;35.5;3.4;1;1;4
0;35;3.4;0;1;4
0;40;3.4;1;1;4
0;34;3.4;0;1;4
0;35;3.4;1;1;4
0;34.5;3.4;0;1;4
0;40;3.4;1;1;4
0;28;3.4;0;1;4
0;45;3.4;0;1;4
0;33;3.4;1;1;4
0;39;3.4;1;1;4
0;36;3.4;1;1;4
0;38;3.4;1;0;4
2;35.5;3.4;0;1;4
0;44;3.4;1;1;4
0;41;3.4;0;1;4
0;33;3.4;0;1;4
0;39;3.4;1;1;4
0;42;3.4;0;1;4
0;42;3.4;1;1;4
0;38;3.4;0;1;4
0;36;3.4;1;1;4
0;33;3.4;1;1;4
0;32;3.4;1;1;4
0;45;3.4;1;1;4
0;30;3.4;0;1;4
0;38;3.4;0;1;4
3;31;3.4;0;1;4
0;35;3.4;0;1;4
0;40;3.4;1;1;4
0;30;3.4;0;1;4
3;36;3.4;1;1;4
0;29;3.4;0;1;4
0;45;3.4;0;1;4
0;41;3.4;0;1;4
0;37;3.4;1;1;4
0;27;3.4;1;1;4
0;32.5;3.4;1;1;4
0;34;3.4;0;1;4
0;41;3.4;1;1;4
0;40;3.4;0;1;4
0;46;3.4;1;1;4
0;45;3.4;0;1;4
0;33;3.4;1;1;4
0;39;3.4;1;1;4
0;41;3.4;1;1;4
0;35;3.4;0;1;4
0;32;3.4;1;1;4
2;23;3.4;1;1;4
3;29;3.4;0;1;4
0;42;3.4;0;1;4
0;46;3.4;0;1;4
2;35;3.4;0;1;4
0;39;3.4;1;1;4
0;44;3.4;1;1;4
0;44;3.4;0;1;4
0;36.5;3.4;1;1;4
0;40;3.4;0;1;4
0;36;3.4;0;1;4
0;38;3.4;1;1;4
0;39;3.4;0;1;4
0;38;3.4;1;1;4
0;36;3.4;1;1;4
0;40;3.4;0;1;4
0;41;3.4;0;1;4
0;35;3.4;0;1;4
0;38;3.4;0;1;4
0;38;3.4;1;1;4
0;37.5;3.4;0;1;4
0;46;3.4;0;1;4
0;34;3.4;1;1;4
0;36;3.4;1;1;4
0;39;3.4;1;1;4
0;29;3.4;1;1;4
0;42;3.4;0;1;4
0;33;3.4;0;1;4
0;28;3.4;1;1;4
1;38;3.4;0;1;4
0;33;3.4;0;1;4
2;39;3.4;1;1;4
0;42;3.4;0;1;4
0;43;3.4;1;1;4
0;39;3.4;0;1;4
0;41;3.4;0;1;4
4;38;3.4;0;1;4
0;35;3.4;0;1;4
0;34;3.4;0;1;4
0;41;3.4;1;1;4
2;32;3.4;0;1;4
0;43;3.4;1;1;4
0;34;3.4;0;1;4
0;37.5;3.4;1;1;4
0;28.5;3.4;0;1;4
0;37;3.4;1;1;4
0;37;3.4;1;1;4
0;42;3.4;1;1;4
4;34;3.4;1;1;4
0;34;3.4;1;1;4
0;43;3.4;0;1;4
0;42.5;3.4;1;1;4
0;34;3.4;1;1;4
0;35;3.4;0;1;4
0;46;3.4;1;1;4
0;38;3.4;0;1;4
0;36;3.4;1;1;4
0;42;3.4;1;1;4
0;33;3.4;0;1;4
0;41;3.4;0;1;4
0;45;3.4;0;1;4
0;41;3.4;0;1;4
3;18;3.4;0;1;4
0;36;3.4;1;1;4
1;34;3.4;1;1;4
0;34;3.4;1;0;4
0;27;3.4;0;1;4
0;44;3.4;0;1;4
0;30;3.4;0;1;4
3;23;3.4;0;0;4
2;39;3.4;0;1;4
0;41;3.4;0;1;4
0;35;3.4;0;1;4
0;37;3.4;0;1;4
0;42;3.4;1;1;4
0;40;3.4;1;1;4
0;30;3.4;0;0;4
0;41;3.4;1;1;4
0;40;3.4;1;1;4
4;19.5;3.4;1;1;4
0;42;3.4;1;1;4
0;39.5;3.4;1;1;4
0;41;3.4;1;1;4
0;42;3.4;1;0;4
0;39;3.4;0;1;4
0;43;3.4;1;1;4
0;47;3.4;1;1;4
0;36;3.4;0;1;4
0;33;3.4;1;1;4
1;31;3.4;0;1;4
0;40;3.4;1;1;4
0;40;3.4;1;1;4
1;37;3.4;1;1;4
0;41;3.4;0;1;4
0;40;3.4;0;1;4
0;33;3.4;0;1;4
0;40;3.4;0;1;4
0;37.5;3.4;1;1;4
0;47;3.4;0;1;4
0;38;3.4;1;1;4
0;35;3.4;0;1;4
0;42;3.4;1;1;4
0;38;3.4;0;1;4
0;40;3.4;0;1;4
0;35;3.4;1;1;4
3;22.5;3.4;0;0;4
0;40;3.4;0;1;4
0;32;3.4;0;1;4
0;42;3.4;1;1;4
0;47;3.4;0;1;4
0;40;3.4;1;1;4
0;34;3.4;0;1;4
0;46;3.4;1;1;4
0;34;3.4;1;1;4
0;33;3.4;1;1;4
0;39;3.4;1;1;4
4;32;3.4;1;1;4
0;39;3.4;0;1;4
0;43;3.4;1;1;4
0;38;3.4;1;1;4
0;35;3.4;1;1;4
0;38;3.4;1;1;4
0;43;3.4;1;1;4
0;36;3.4;1;1;4
0;36;3.4;0;1;4
0;32;3.4;1;1;4
0;37;3.4;0;1;4
0;37;3.4;0;1;4
0;28;3.4;1;1;4
0;43;3.3;0;1;4
0;41;3.3;0;1;4
0;34;3.3;0;1;4
0;33;3.3;0;1;4
0;30;3.3;0;1;4
0;42;3.3;1;1;4
4;31;3.3;0;1;4
0;36;3.3;1;1;4
0;36;3.3;1;1;4
0;34.5;3.3;0;1;4
0;35;3.3;1;1;4
0;42;3.3;0;1;4
0;39;3.3;1;1;4
0;34;3.3;0;0;4
0;34;3.3;0;1;4
0;42;3.3;1;1;4
0;38;3.3;0;1;4
0;44;3.3;1;1;4
0;37;3.3;1;1;4
1;29;3.3;1;1;4
0;32;3.3;0;1;4
0;34;3.3;1;1;4
0;42;3.3;0;1;4
0;40;3.3;1;1;4
0;37;3.3;0;1;4
0;40;3.3;0;1;4
0;36;3.3;1;1;4
0;31.5;3.3;0;1;4
2;42;3.3;0;1;4
0;36.5;3.3;0;1;4
0;38;3.3;1;1;4
0;39;3.3;1;1;4
0;39;3.3;0;1;4
2;34;3.3;1;0;4
0;39;3.3;0;1;4
0;36;3.3;1;1;4
1;35;3.3;0;1;4
0;37;3.3;1;1;4
0;29;3.3;1;1;4
0;40;3.3;0;1;4
0;37;3.3;0;1;4
0;39;3.3;1;1;4
0;36;3.3;1;1;4
3;25;3.3;0;1;4
0;40;3.3;1;1;4
0;43;3.3;0;1;4
2;38;3.3;0;1;4
0;37;3.3;1;1;4
3;38;3.3;1;1;4
0;37;3.3;1;1;4
0;41;3.3;0;1;4
3;27;3.3;0;1;4
0;35;3.3;1;1;4
0;35;3.3;0;1;4
0;34.5;3.3;1;1;4
0;32;3.3;0;1;4
0;38;3.3;0;1;4
0;33;3.3;1;1;4
0;35;3.3;0;1;4
1;27.5;3.3;0;1;4
0;32.3;3.3;1;1;4
0;36;3.3;1;1;4
0;45;3.3;1;1;4
0;39;3.3;0;1;4
0;34;3.3;1;1;4
4;46;3.3;1;1;4
0;36;3.3;0;1;4
0;34;3.3;1;1;4
0;42;3.3;1;1;4
2;44;3.3;1;1;4
0;42;3.3;1;1;4
0;36;3.3;1;1;4
0;35.5;3.3;0;1;4
0;38;3.3;0;1;4
0;36;3.3;0;1;4
0;41;3.3;0;1;4
0;35;3.3;0;1;4
0;31;3.3;1;1;4
0;46;3.3;0;1;4
0;44;3.3;0;1;4
0;37;3.3;1;1;4
0;38;3.3;0;1;4
0;32;3.3;1;1;4
4;42;3.3;1;1;4
0;43;3.3;1;1;4
0;37;3.3;0;1;4
0;35;3.3;0;1;4
0;34.5;3.3;1;1;4
2;44;3.3;1;1;4
0;38;3.3;1;1;4
0;30;3.3;0;1;4
0;36;3.3;0;1;4
0;36;3.3;0;1;4
0;42;3.3;1;1;4
0;46;3.3;1;1;4
0;36;3.3;1;1;4
0;35;3.3;0;1;4
0;27;3.3;0;1;4
0;39;3.3;1;1;4
0;37;3.3;1;1;4
0;44;3.3;1;1;4
0;39;3.3;0;1;4
0;35;3.3;1;1;4
0;37;3.3;1;1;4
0;33;3.3;1;1;4
0;39;3.3;1;1;4
0;33;3.3;0;1;4
0;29;3.3;1;1;4
0;35;3.3;0;1;4
0;44;3.3;1;1;4
0;30;3.3;1;1;4
0;37;3.3;1;1;4
0;40;3.3;1;1;4
0;40;3.3;1;1;4
2;33;3.3;0;1;4
0;48;3.3;1;1;4
0;43;3.3;0;1;4
0;40;3.3;1;1;4
0;41;3.3;1;1;4
0;39;3.3;1;1;4
0;38;3.3;0;1;4
0;44;3.3;0;1;4
0;40;3.3;1;1;4
0;43;3.3;0;1;4
